,attributes_Accepts Credit Cards,attributes_Accepts Insurance,attributes_Ages Allowed,attributes_Alcohol,attributes_Ambience,attributes_Attire,attributes_BYOB,attributes_BYOB/Corkage,attributes_By Appointment Only,attributes_Caters,attributes_Coat Check,attributes_Corkage,attributes_Delivery,attributes_Dietary Restrictions,attributes_Dogs Allowed,attributes_Drive-Thru,attributes_Good For,attributes_Good For Dancing,attributes_Good For Groups,attributes_Good for Kids,attributes_Hair Types Specialized In,attributes_Happy Hour,attributes_Has TV,attributes_Music,attributes_Noise Level,attributes_Open 24 Hours,attributes_Order at Counter,attributes_Outdoor Seating,attributes_Parking,attributes_Price Range,attributes_Smoking,attributes_Take-out,attributes_Takes Reservations,attributes_Waiter Service,attributes_Wheelchair Accessible,attributes_Wi-Fi,business_id,categories,city,full_address,hours_Friday,hours_Monday,hours_Saturday,hours_Sunday,hours_Thursday,hours_Tuesday,hours_Wednesday,latitude,longitude,name,neighborhoods,open,review_count,stars,state,type
31579,TRUE,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,TRUE,TRUE,,,FALSE,,loud,,,,"{u'garage': False, u'street': False, u'lot': False, u'valet': False}",2,,TRUE,TRUE,TRUE,,,Yly8lmMDbqqznWJxpez2hA,"Restaurants,Italian",Edinburgh,"90 Hanover Street
New Town
Edinburgh EH2 1EL","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}",55.9541234,-3.1980248,La Rusticana,New Town,TRUE,6,3.5,EDH,business
31583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,j_Osmk22IY88-f8Bzr3m-g,"Pubs,Bars,Nightlife,British,Restaurants",Edinburgh,"1-3 Haymarket Terrace
West End
Edinburgh EH12 5EZ",,,,,,,,55.9461052,-3.2209407,Caledonian Ale House,"West End,Haymarket",FALSE,3,4,EDH,business
31585,TRUE,,,none,,casual,,,,,,,FALSE,"{u'dairy-free': False, u'gluten-free': False, u'vegan': True, u'kosher': False, u'halal': False, u'soy-free': False, u'vegetarian': False}",,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,TRUE,TRUE,,,FALSE,,,,,FALSE,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",2,,TRUE,TRUE,TRUE,FALSE,no,jgUtE_lFxqhMcG4ubWCQLg,"Food,Coffee & Tea,Restaurants,Sandwiches,African",Edinburgh,"6 Chapel Street
Newington
Edinburgh EH8 9AY","{u'close': u'22:00', u'open': u'18:00'}","{u'close': u'22:00', u'open': u'18:00'}","{u'close': u'22:00', u'open': u'11:00'}","{u'close': u'22:00', u'open': u'18:00'}","{u'close': u'22:00', u'open': u'18:00'}","{u'close': u'22:00', u'open': u'18:00'}","{u'close': u'22:00', u'open': u'18:00'}",55.9445744,-3.1861259,The Nile Valley Cafe,Newington,TRUE,27,4.5,EDH,business
31586,TRUE,,,,,casual,,,,,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,,,,,,,,,,,,1,,,,TRUE,,,7jqK8QfIj5PN2HFKgDKBfw,"Delis,Restaurants",Edinburgh,"5 Lochrin Place
Tollcross
Edinburgh EH3 9QX",,,,,,,,55.9425265,-3.2040076,Made In France,"Tollcross,West End",TRUE,7,4.5,EDH,business
31592,TRUE,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'upscale': False, u'touristy': False, u'trendy': False, u'casual': False}",casual,,,,,,,FALSE,"{u'dairy-free': False, u'gluten-free': False, u'vegan': True, u'kosher': False, u'halal': False, u'soy-free': False, u'vegetarian': False}",,,,,TRUE,,,,,,,,,FALSE,"{u'garage': False, u'validated': False, u'street': False, u'lot': False, u'valet': False}",3,,FALSE,TRUE,,FALSE,paid,16_M0bA14jGcOE0hLmZK_w,"British,Restaurants",Edinburgh,"18 Howe Street
New Town
Edinburgh EH3 6TG",,,,,,,,55.9561408,-3.2023891,A Room In The Town,New Town,FALSE,10,4.5,EDH,business
31594,TRUE,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",dressy,,,,FALSE,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,TRUE,TRUE,,,FALSE,,loud,,,FALSE,"{u'garage': False, u'street': False, u'lot': False, u'valet': False}",3,,FALSE,FALSE,TRUE,TRUE,no,9lF6-JrS2PvTkw9KVxn3Yg,"Spanish,Basque,Restaurants,Italian",Edinburgh,"2 Greenside Place
Edinburgh EH1 3AA","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'22:30', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}",55.9573842,-3.1831718,La Tasca,,TRUE,14,3.5,EDH,business
31596,FALSE,,,none,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,TRUE,,,TRUE,,FALSE,,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'breakfast': False, u'brunch': False}",,FALSE,TRUE,,,FALSE,,quiet,,,TRUE,"{u'garage': False, u'street': True, u'lot': False, u'valet': False}",1,,TRUE,FALSE,TRUE,FALSE,free,mV2qIJvhYuHTI0_to25nrQ,"Food,Delis,Coffee & Tea,Restaurants",Edinburgh,"29 Haddington Place
Leith
Edinburgh EH7 4AG","{u'close': u'16:00', u'open': u'08:00'}","{u'close': u'16:00', u'open': u'08:00'}","{u'close': u'16:30', u'open': u'09:00'}",,"{u'close': u'16:00', u'open': u'08:00'}","{u'close': u'16:00', u'open': u'08:00'}","{u'close': u'16:00', u'open': u'08:00'}",55.9607266,-3.1820276,Embo Deli,Leith,TRUE,12,4.5,EDH,business
31598,TRUE,,,full_bar,,dressy,,,,,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,TRUE,TRUE,,,,,,,,FALSE,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",2,,TRUE,TRUE,TRUE,TRUE,no,5pA0bK3x-8TWzWzbZRUJew,"Restaurants,Italian",Edinburgh,"36 Castle Terrace
Old Town
Edinburgh EH1 2EL","{u'close': u'02:30', u'open': u'12:00'}","{u'close': u'02:30', u'open': u'12:00'}","{u'close': u'02:30', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'02:30', u'open': u'12:00'}","{u'close': u'02:30', u'open': u'12:00'}","{u'close': u'02:30', u'open': u'12:00'}",55.9470883,-3.2021432,Il'Castello Restaurant,Old Town,TRUE,8,3,EDH,business
31599,TRUE,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,FALSE,FALSE,,,FALSE,,,,,FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",2,,FALSE,TRUE,TRUE,FALSE,,nEM1MVODyaZCWOg7Cya4EQ,"Mexican,Tex-Mex,Restaurants",Edinburgh,"49 St Stephen Street
Stockbridge
Edinburgh EH3 5AH","{u'close': u'00:00', u'open': u'17:00'}",,"{u'close': u'00:00', u'open': u'15:00'}","{u'close': u'23:00', u'open': u'16:30'}","{u'close': u'00:00', u'open': u'17:00'}",,"{u'close': u'00:00', u'open': u'17:00'}",55.9579663,-3.2065139,Blue Parrot Cantina,"Stockbridge,New Town",TRUE,11,4.5,EDH,business
31601,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",2,,,,,TRUE,,OsupIEGpLkAXW9xIg90Ksg,"Bakeries,Food,Fast Food,Restaurants",Edinburgh,"77 St James Centre
New Town
New Town
Edinburgh EH1 3SJ","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'18:00', u'open': u'10:00'}","{u'close': u'20:00', u'open': u'09:00'}","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'18:00', u'open': u'09:00'}",55.9544464,-3.1885229,Greggs,New Town,TRUE,9,3.5,EDH,business
31602,TRUE,,,beer_and_wine,,dressy,,,,,,,FALSE,,,,,,TRUE,TRUE,,,,,,,,FALSE,"{u'garage': False, u'validated': False, u'street': False, u'lot': False, u'valet': False}",3,,TRUE,TRUE,TRUE,TRUE,,Qey0hC4usZnGb2aP3Q-WpA,"Restaurants,Italian",Edinburgh,"1 Antigua Street
New Town
Edinburgh EH1 3NH","{u'close': u'00:30', u'open': u'17:00'}","{u'close': u'00:30', u'open': u'17:00'}","{u'close': u'00:30', u'open': u'17:00'}","{u'close': u'00:30', u'open': u'17:00'}","{u'close': u'00:30', u'open': u'17:00'}","{u'close': u'00:30', u'open': u'17:00'}","{u'close': u'00:30', u'open': u'17:00'}",55.958522,-3.18527,Ferri's Restaurant,New Town,FALSE,6,3.5,EDH,business
31603,TRUE,,,full_bar,,casual,,,,,FALSE,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'breakfast': False, u'brunch': False}",,TRUE,,,FALSE,FALSE,"{u'dj': False, u'live': False, u'video': False, u'jukebox': True}",average,,,FALSE,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",2,outdoor,FALSE,FALSE,TRUE,TRUE,,Z9NI8AJnZULUD_kQBXMKwg,"Nightlife,Modern European,Breakfast & Brunch,Bars,Restaurants",Edinburgh,"20 Teviot Place
Edinburgh EH1 2QZ","{u'close': u'03:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'03:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}",55.945522,-3.1902261,Favorit,,TRUE,43,2.5,EDH,business
31604,TRUE,,,full_bar,"{u'romantic': True, u'intimate': False, u'classy': False, u'upscale': False, u'divey': False, u'touristy': False, u'trendy': False, u'hipster': False, u'casual': False}",dressy,,,,FALSE,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",,FALSE,FALSE,,,FALSE,,quiet,,,FALSE,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",3,,FALSE,TRUE,TRUE,FALSE,no,4dIzmqGAhFIcuHfI8CySig,"British,Restaurants",Edinburgh,"352 Castlehill
Old Town
Edinburgh EH1 2NF","{u'close': u'23:30', u'open': u'18:30'}","{u'close': u'23:30', u'open': u'18:30'}","{u'close': u'23:30', u'open': u'18:30'}","{u'close': u'23:30', u'open': u'18:30'}","{u'close': u'23:30', u'open': u'18:30'}","{u'close': u'23:30', u'open': u'18:30'}","{u'close': u'23:30', u'open': u'18:30'}",55.9487885,-3.1956276,The Witchery By The Castle,"Old Town,Royal Mile",TRUE,136,3.5,EDH,business
31605,TRUE,,,none,"{u'romantic': False, u'intimate': False, u'classy': False, u'upscale': False, u'touristy': False, u'trendy': False, u'casual': False}",casual,,,,,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",,TRUE,TRUE,,,,,average,,,FALSE,,2,,FALSE,TRUE,TRUE,FALSE,,XyYSroXLSCtQIK0taL9-fw,"American (Traditional),Restaurants",Edinburgh,"31 Rose St Ln N
New Town
Edinburgh EH2 2NP","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'18:30', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}",,"{u'close': u'22:30', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}",55.9526752,-3.1988844,New York Steam Packet,New Town,TRUE,14,4,EDH,business
31606,TRUE,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,FALSE,FALSE,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'breakfast': False, u'brunch': False}",FALSE,TRUE,FALSE,,FALSE,TRUE,{},loud,,,FALSE,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",2,outdoor,FALSE,TRUE,TRUE,TRUE,free,dXPmE2ncXbQTPBVNRODuNw,"Pubs,Bars,Restaurants,Nightlife,Gastropubs",Edinburgh,"1a Chambers Street
Newington
Edinburgh EH1 1HR","{u'close': u'01:00', u'open': u'10:00'}","{u'close': u'01:00', u'open': u'10:00'}","{u'close': u'01:00', u'open': u'10:00'}","{u'close': u'01:00', u'open': u'12:30'}","{u'close': u'01:00', u'open': u'10:00'}","{u'close': u'01:00', u'open': u'10:00'}","{u'close': u'01:00', u'open': u'10:00'}",55.9480776,-3.1870077,Biblos,"Newington,Old Town",TRUE,42,3,EDH,business
31607,TRUE,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,,FALSE,,FALSE,,FALSE,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': False}",,TRUE,FALSE,,TRUE,FALSE,"{u'dj': True, u'live': False, u'video': False, u'jukebox': False}",,,,TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",1,outdoor,FALSE,TRUE,FALSE,FALSE,free,vt-Oa0dmsDU2IYeX-Zg6fw,"Gastropubs,Restaurants",Edinburgh,"2b Picardy Place
New Town
New Town
Edinburgh EH1 3JT","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:30'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}",55.95688326,-3.187533954,The Street,New Town,TRUE,18,3.5,EDH,business
31610,TRUE,,,beer_and_wine,"{u'romantic': False, u'intimate': False, u'classy': False, u'upscale': False, u'touristy': False, u'trendy': False, u'casual': False}",casual,,,,,,,,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",,TRUE,,,,,,average,,,,"{u'garage': False, u'validated': False, u'street': False, u'lot': False, u'valet': False}",2,,,TRUE,TRUE,,,YYXSgf884lPO658lkh5QjQ,"Steakhouses,American (Traditional),Restaurants",Edinburgh,"1 Raeburn Place
Stockbridge
Edinburgh EH4 1HU","{u'close': u'23:00', u'open': u'18:00'}","{u'close': u'22:30', u'open': u'18:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'22:30', u'open': u'17:00'}","{u'close': u'22:30', u'open': u'18:00'}","{u'close': u'22:30', u'open': u'18:00'}","{u'close': u'22:30', u'open': u'18:00'}",55.95877239,-3.210243797,Buffalo Grill Stockbridge,Stockbridge,FALSE,29,4,EDH,business
31611,TRUE,,,full_bar,,casual,,,,,,,TRUE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",,TRUE,TRUE,,,,,,,,FALSE,,2,,TRUE,TRUE,TRUE,FALSE,,5dUDkaxm5FdQanoNkP86KQ,"Indian,Restaurants",Edinburgh,"14A Nicolson Street
Newington
Edinburgh EH8 9DH","{u'close': u'21:30', u'open': u'12:00'}","{u'close': u'21:30', u'open': u'12:00'}","{u'close': u'21:30', u'open': u'12:00'}","{u'close': u'21:30', u'open': u'12:00'}","{u'close': u'21:30', u'open': u'12:00'}","{u'close': u'21:30', u'open': u'12:00'}","{u'close': u'21:30', u'open': u'12:00'}",55.94682559,-3.185628562,Suruchi Resturant,Newington,TRUE,20,4,MLN,business
31616,,,,,,,,,,,,,TRUE,,,,,,TRUE,,,,,,average,,,,,3,,TRUE,,TRUE,,,LES5wvNMruP8yGMBbl3NSw,"Japanese,Chinese,Restaurants",Edinburgh,"38-39 Elm Row
Leith
Edinburgh EH7 4AH","{u'close': u'00:00', u'open': u'16:30'}","{u'close': u'23:30', u'open': u'16:30'}","{u'close': u'00:00', u'open': u'16:30'}","{u'close': u'23:30', u'open': u'16:30'}","{u'close': u'23:30', u'open': u'16:30'}","{u'close': u'23:30', u'open': u'16:30'}","{u'close': u'23:30', u'open': u'16:30'}",55.9597326,-3.1824503,No 1 Chinese,Leith,TRUE,7,2.5,EDH,business
31618,TRUE,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}",casual,,,,,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': False}",,TRUE,TRUE,,,FALSE,,average,,,FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",2,,TRUE,TRUE,TRUE,TRUE,,uwV0CKF9A5hBjTKLoplphg,"Mexican,Tex-Mex,Restaurants",Edinburgh,"240 Canongate
Old Town
Edinburgh EH8 8AB","{u'close': u'00:00', u'open': u'12:00'}","{u'close': u'00:00', u'open': u'12:00'}","{u'close': u'00:00', u'open': u'12:00'}","{u'close': u'00:00', u'open': u'17:00'}","{u'close': u'00:00', u'open': u'12:00'}","{u'close': u'00:00', u'open': u'12:00'}","{u'close': u'00:00', u'open': u'12:00'}",55.9507588,-3.1827665,Pancho Villa's,"Old Town,Royal Mile",TRUE,29,3,EDH,business
31619,TRUE,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,,,,,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,TRUE,,,,,,quiet,,,,"{u'garage': False, u'street': False, u'lot': False, u'valet': False}",2,,TRUE,TRUE,TRUE,,,4VqkjcY6OUJt7atNyv-1xw,"Thai,Restaurants",Edinburgh,"42 St Stephen Street
Stockbridge
Edinburgh EH3 5AL","{u'close': u'22:30', u'open': u'17:30'}","{u'close': u'22:30', u'open': u'17:30'}","{u'close': u'22:30', u'open': u'17:30'}","{u'close': u'22:30', u'open': u'17:30'}","{u'close': u'22:30', u'open': u'17:30'}","{u'close': u'22:30', u'open': u'17:30'}","{u'close': u'22:30', u'open': u'17:30'}",55.95783928,-3.206438229,Sing Thai,"Stockbridge,New Town",FALSE,4,4.5,EDH,business
31620,TRUE,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': True, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,FALSE,FALSE,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",FALSE,TRUE,FALSE,,FALSE,FALSE,"{u'dj': False, u'background_music': False, u'karaoke': False, u'live': False, u'video': False, u'jukebox': False}",loud,,,FALSE,"{u'garage': False, u'street': True, u'lot': False, u'valet': False}",2,no,FALSE,TRUE,TRUE,TRUE,no,S-B0LVP2shyyX5Fkhmx30A,"Nightlife,Seafood,Bars,British,Restaurants",Edinburgh,"19 W Register Street
New Town
Edinburgh EH2 2AA","{u'close': u'00:00', u'open': u'11:00'}","{u'close': u'23:00', u'open': u'11:00'}","{u'close': u'00:00', u'open': u'11:00'}","{u'close': u'23:00', u'open': u'11:00'}","{u'close': u'23:00', u'open': u'11:00'}","{u'close': u'23:00', u'open': u'11:00'}","{u'close': u'23:00', u'open': u'11:00'}",55.9537973,-3.1906634,The Cafe Royal,New Town,TRUE,58,4,EDH,business
31622,TRUE,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",dressy,,,,,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': False}",,TRUE,TRUE,,,FALSE,,loud,,,FALSE,,2,,FALSE,TRUE,,,no,R46yVmH-EBfEqFD8vJI1Gw,"Modern European,Swimming Pools,Event Planning & Services,Active Life,Hotels & Travel,Hotels,Restaurants",Edinburgh,"38 Charlotte Square
New Town
Edinburgh EH2 4HQ",,,,,,,,55.95154429,-3.205900525,Roxburghe Hotel,New Town,TRUE,15,3.5,EDH,business
31623,TRUE,,,beer_and_wine,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}",casual,,,,FALSE,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'brunch': False, u'breakfast': False}",,TRUE,TRUE,,,FALSE,,average,,,FALSE,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",2,,TRUE,TRUE,TRUE,TRUE,no,POTGUAjI5Ag9zRrDNgSVOA,"Breakfast & Brunch,British,Restaurants",Edinburgh,"4a Forrest Road
Old Town
Edinburgh EH1 2QN","{u'close': u'22:00', u'open': u'09:00'}","{u'close': u'22:00', u'open': u'09:00'}","{u'close': u'22:00', u'open': u'09:00'}","{u'close': u'22:00', u'open': u'09:00'}","{u'close': u'22:00', u'open': u'09:00'}","{u'close': u'22:00', u'open': u'09:00'}","{u'close': u'22:00', u'open': u'09:00'}",55.94598116,-3.19074848,Mums,Old Town,TRUE,128,4,EDH,business
31625,TRUE,,,beer_and_wine,,,,,,,,,,,,,,,TRUE,,,,,,,,,FALSE,,2,,,,,,,tH-TyKlo4NpmL8p0wguhSw,"Restaurants,Italian",Edinburgh,"29 West Maitland Street
West End
Edinburgh EH12 5DX","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}",55.9469767,-3.2157219,Gali Ristorante Italiano,West End,TRUE,3,2.5,EDH,business
31628,TRUE,,,full_bar,,dressy,,,,,FALSE,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",FALSE,TRUE,FALSE,,,FALSE,"{u'dj': True, u'live': True, u'video': False, u'jukebox': False}",very_loud,,,FALSE,"{u'garage': False, u'validated': False, u'street': False, u'lot': False, u'valet': False}",2,outdoor,FALSE,TRUE,TRUE,,,JyDhnweQ7Tv1m337tDbLEQ,"Gastropubs,Wine Bars,Bars,Nightlife,Restaurants",Edinburgh,"99 Hanover Street
New Town
Edinburgh EH2 1DJ","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}",55.9545104,-3.1975468,99 Hanover Street,New Town,TRUE,33,3.5,EDH,business
31629,TRUE,,,full_bar,,casual,,,,TRUE,,,TRUE,"{u'dairy-free': False, u'gluten-free': False, u'vegan': True, u'kosher': False, u'halal': False, u'soy-free': False, u'vegetarian': False}",,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",,TRUE,FALSE,,,FALSE,,average,,,FALSE,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",2,no,TRUE,TRUE,TRUE,FALSE,paid,nOel1jHjp5CW98mPOdt9Yw,"Indian,Restaurants",Edinburgh,"14-14a Brougham Street
Tollcross
Tollcross
Edinburgh EH3 9JH","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}",55.9436949,-3.2033914,Mezbaan South Indian Restaurant,Tollcross,TRUE,16,3.5,EDH,business
