,name,address,zip,minrate,maxrate,longitude,latitude,desc_en
45560,West End Hotel,35 Palmerston Place,EH125AU,12,240,-3.218520731,55.94949944,"Only a 10-minute walk from Princes Street, West End Hotel offers free Wi-Fi in public areas, modern en suite rooms with flat-screen TV, and shared accommodation for groups.  The stylish Time Bar at West End serves a varied, seasonal food menu."
45610,Lantern Guest House,3 Windsor Street,EH7 5LA,54,,-3.182601,55.958012,Lantern Guest House is located just a 5-minute walk away from Edinburgh Waverley Train Station.  All rooms are en-suite and offer a TV and tea/coffee making facilities.
46086,Kildonan Lodge Hotel,27 Craigmillar Park,EH16 5PE,79,210,-3.168327212,55.92826748,"This elegant 4-star Victorian hotel offers luxurious rooms featuring iPod docks, flat-screen TVs, sherry and shortbread. Located only 1.5 miles from the Royal Mile, with direct bus route to the city centre right outside the hotel."
46721,Abbots House Hotel - B&B,10 Links Place,EH6 7EZ,27,105,-3.163944483,55.97289466,"Set in a Georgian building 10 minutes’ drive from Edinburgh city centre, Abbots House is located on the edge of Claremont Park. It offers bright rooms and free parking."
46752,Royal Ettrick Hotel,13 Ettrick Road,EH10 5BJ,34,230,-3.221314251,55.93452103,"Set in Edinburgh’s leafy Victorian suburbs, the newly refurbished Royal Ettrick Hotel is just 1.5 miles from the Old Town. The traditional hotel offers free Wi-Fi, free parking and hearty breakfasts."
46927,Waldorf Astoria Edinburgh - The Caledonian,Princes Street,EH1 2AB,168.5,9999,-3.207111955,55.94974048,"Situated on Princes Street, Waldorf Astoria Edinburgh - The Caledonian luxury hotel has a modern leisure club and impressive views over Edinburgh Castle. George Street's bars, restaurants and shops are less than a 5-minute walk away."
46973,Crowne Plaza Edinburgh - Royal Terrace,18-22 Royal Terrace,EH7 5AQ,86,299,-3.178229928,55.95680141,"This 4-star luxury hotel is on a quiet tree-lined street, 500 metres from Edinburgh Waverley Rail Station and Princes Street. It has a modern gym and a heated indoor pool.  The en suite rooms have a flat-screen satellite TV, free Wi-Fi, and music."
48500,Frederick House Hotel,42 Frederick Street,EH2 1EX,40,280,-3.200823516,55.95337322,"In the heart of central Edinburgh, Frederick House Hotel is a Georgian townhouse offering elegant, modern rooms with private bathrooms. Princes Street is just a 5-minute walk away."
49270,Royal Scots Club,29-30 Abercromby Place,EH3 6QE,88.2,310,-3.197940141,55.95623307,"The Royal Scots Club offers grand country-house charm, a cosy club atmosphere and free Wi-Fi in Edinburgh city centre. In the peaceful New Town district, there is a hotel lift for access to all floors."
49376,Holiday Inn Express Edinburgh – Royal Mile,300 Cowgate,EH1 1NA,59,335,-3.184525073,55.94919231,"This city centre Holiday Inn Express is just a few minutes’ walk from the Royal Mile, and 0.6 miles from Holyrood House. This IHG Quality Excellence Award-winning hotel offers free Wi-Fi and air-conditioned rooms with a flat-screen TV."
49683,Balmore Guest House,"34, Gilmore Place",EH3 9NQ,45,180,-3.207103908,55.94150512,"This friendly, family-run Victorian guest house offers free Wi-Fi and inclusive breakfast.  Edinburgh Castle and Princes Street can both be reached within 20 minutes’ walk."
1146,Southside Apartments by Destination Edinburgh,7 & 11 Newington Road,EH9 1QR,60,360,-3.17916736,55.93893487,"Southside Apartments offer spacious self-catering apartments ideal for exploring the Old Town of Edinburgh. They are just 20 minutes’ walk from Edinburgh city centre, the Royal Mile and are also next to a good bus route."
1493,Richmond Place Apartments,5-9 Richmond Place,EH8 9VE,79,166,-3.183146417,55.94593483,"In Edinburgh’s historic Old Town, Richmond Place Apartments has a 24-hour front desk and stylish studios with internet access.  The apartments are less than 10 minutes’ walk from The Royal Mile."
1503,Grassmarket Hotel,94-96 Grassmarket,EH1 2JR,59,254,-3.194658458,55.94802687,"Boasting stylish rooms with plasma-screen TVs and wall-sized magnetic maps, this refurbished hotel is 800 metres from Edinburgh Waverley Rail Station and 300 metres from the Royal Mile. It has free Wi-Fi in the public areas."
1939,The Four Sisters Boatel - Houseboat,"Lochrin Basin, Union Canal",EH3 9NY,185,250,-3.208023906,55.94274737,"Moored in the Lochrin Basin, just minutes from Princes Street, Four Sisters Boatel is a luxury, self-catering houseboat. With Wi-Fi access and stylish bedrooms, the houseboat is a mile from Edinburgh Castle."
1951,Rick's,55A Frederick Street,EH2 1LH,70,130,-3.200799376,55.9539799,"Rick's is a stylish boutique hotel in the heart of Edinburgh city centre. Stylishly decorated rooms have en suite bathrooms, TVs and free Wi-Fi."
2019,Apartments Lets Edinburgh,Dalry Gait,EH11 2AU,109,325,-3.2193207,55.94458514,"In central Edinburgh, the 4-star Apartments Lets have free Wi-Fi, DVD players and free private off-street parking. Edinburgh International Conference Centre is within a 10-minute walk."
2923,Holiday Inn Express Edinburgh City Centre,Picardy Place,EH1 3JT,62,399,-3.186260462,55.95707169,"In Edinburgh’s New Town, this Georgian building is just a 5-minute walk from bustling Princes Street and Edinburgh Rail Station. It offers free Wi-Fi access and serves a free buffet breakfast every morning."
3241,Sherwood Guest House,42 Minto Street,EH9 2BR,60,200,-3.177135587,55.93631262,"In a Georgian town-house on Edinburgh's Minto Street, Sherwood Guest House provides free WiFi and private parking, just 1 mile from Edinburgh's Royal Mile.  Each bedroom offers an en suite bathroom with a hairdryer and complimentary toiletries."
3297,Abbotsford Guest House,36 Pilrig Street,EH6 5AL,42.75,200,-3.179552257,55.96473703,"Just 15 minutes’ walk from Edinburgh city centre, the Abbotsford Guest House offers rooms with en suite bathrooms and free Wi-Fi. Free parking and cooked breakfasts are also available."
3343,Destiny Scotland - Rose Street Flats,72 Rose Street South Lane,EH2 2NN,85,295,-3.19904387,55.9523851,"The stylish Rose Street Flats are in the centre of Edinburgh, 100 metres from Princes Street. Apartments feature spacious living areas with flat-screen TVs, free Wi-Fi and a well-equipped kitchen."
3356,Angels Share Hotel,9-11 Hope Street,EH2 4EL,85,300,-3.207983673,55.95069188,"Situated in the heart of Edinburgh's West End, Angels’ Share Hotel is just 500 metres from Edinburgh Castle."
4005,Blossom House,8 Minto street,EH9 1RG,40,150,-3.17690894,55.93669947,"Just a 20-minute walk from Edinburgh’s historic centre, Blossom House is only half a mile from Holyrood Park. The guest house offers hearty breakfasts, free Wi-Fi and free parking."
5058,The Roxburghe,38 Charlotte Square,EH2 4HQ,75,335,-3.206146359,55.95149157,"Situated in Edinburgh, The Roxburghe is just metres from Princes Street and George Street. It boasts a bar and grill restaurant and a health and fitness suite with a swimming pool.  The rooms offer a flat-screen TV, 24-hour room service, and a..."
5800,Stay Edinburgh City Apartments - Royal Mile,"CREST OF EDINBURGH, 217 High street, The Royal Mile",EH1 1PE,58.5,1275,-3.189001679,55.95004685,"On Edinburgh’s Royal Mile, these stylish 5-star apartments with free Wi-Fi are surrounded by tourist attractions.  Centrally located, Edinburgh Waverley Rail Station is just 5 minutes’ walking distance."
5873,The Lairg Hotel,11 Coates Gardens,EH12 5LG,50,230,-3.221821189,55.94659704,"The Lairg provides charming Georgian town house accommodation, friendly service and free Wi-Fi. Surrounded by Haymarket’s bars and restaurants, Haymarket Rail Station is a 2-minute walk away."
6723,Ailsa Guest House,11 Eyre Place,EH3 5ES,30,120,-3.200175762,55.96083736,"Conveniently located in Edinburgh's famous New Town, Ailsa Guest House offers easy access to the many attractions of this vibrant city. Princes Street can be reached in 10 minutes on foot."
7335,Fountain Court Apartments – Stewart,10 Young Street,EH2 4JB,85.5,439,-3.20482403,55.95298428,"Set in the heart of historic Edinburgh just 10 minutes’ walk from The Royal Mile, these luxury apartments offer stylish interiors, 37-inch HD TVs, and Blu-Ray players."
7520,Edinburgh Regency Guest House,12 Granville Terrace,EH10 4PQ,46.8,250,-3.215804994,55.93814543,"This Victorian building is located in a highly desirable area of Merchiston, with Union Canal at the rear of the guest house. Edinburgh city centre and the castle are 1.5 miles away, and there is free Wi-Fi and limited free parking for 3 cars on..."
7647,Northumberland Hotel,"31-33 Craigmillar Park,",EH16 5PE,25,140,-3.167903423,55.92809318,"This traditional, family-run hotel is 2 miles from Edinburgh Waverley Rail Station and the city centre. It offers free Wi-Fi in public areas, and free private parking on site."
7931,Sonas Guesthouse,3 East Mayfield,EH9 1SD,55,120,-3.17309618,55.93400194,"With free parking and free Wi-Fi, Sonas Guest House offers freshly cooked breakfasts and bright, cosy bedrooms. The historical Royal Mile and Holyrood Park are just a 20-minute walk away."
7978,Abbey Hotel,9 Royal Terrace,EH7 5AB,45,260,-3.180079311,55.95686222,"On a quiet tree-lined terrace in central Edinburgh, this Georgian town house has private gardens and free Wi-Fi. Holyrood Palace, Edinburgh Castle and Princes Street are within easy walking distance."
8912,Menzies Guest House,33 Leamington Terrace,EH10 4JS,50,180,-3.208241165,55.9394306,"The Menzies Guesthouse is just a 10-minute walk from Edinburgh Castle and Princes Street. It offers rooms with TVs and free Wi-Fi, an open buffet vegetarian breakfast and free parking."
9014,Luxury Quartermile Self Catering Apartment,"16 Simpson Loan, flat 5",EH3 9BB,85,170,-3.193093389,55.94347588,"This luxury apartment offers elegant décor, free Wi-Fi and a fitted kitchen, overlooking Edinburgh’s Meadows Park. The Old Town is a 5-minute walk away, whilst Edinburgh Castle is a 10-minute walk."
9176,"Royal British, Princes Street",20 Princes Street,EH2 2AN,59,240,-3.190857768,55.95316749,"Situated on Princes Street, overlooking Edinburgh Castle, Royal British Hotel offers spacious rooms with free Wi-Fi. Set in a period building, there is a traditional restaurant and bar."
10172,Elder York Guest House,38 Elder Street,EH1 3DX,54,280,-3.1907022,55.95598456,"In Edinburgh’s New Town, the Elder York Guest House is 500 metres from Princes Street. Situated on the second floor, it offers easy access to the city’s sights and breakfasts."
10299,Holiday Inn Express Edinburgh Waterfront,"Britannia Way, Ocean Drive",EH6 6LA,59,185.99,-3.179528117,55.97881985,"This modern hotel is next to the Ocean Terminal shopping centre and the Royal Yacht Britannia. It has free parking, air-conditioned rooms and regular buses to the city centre stop outside."
10426,Park View House Hotel,14 Hermitage Place,EH6 8AF,39.99,225,-3.165682554,55.96907012,"The Park View House Hotel was built in 1860, mixing original character with modern facilities. This Victorian town house overlooks the famous Leith Links park. The hotel offers free WiFi and free secure parking."
10531,"Thistle Edinburgh, The King James",107 Leith Street,EH1 3SW,67.15,419,-3.187825531,55.9543921,"This 3-star hotel is in Edinburgh city centre, just off Princes Street and 300 metres from Edinburgh Waverley Rail Station. The modern en suite rooms have flat-screen TVs with Freeview.  The King James by Thistle is less than a mile (1."
11126,Britannia Edinburgh Hotel,69 Belford Road,EH4 3DG,32,,-3.222362995,55.95025711,"Situated on the banks of the Water of Leith in a quiet secluded area, this property offers free Wi-Fi and a central location in Edinburgh. The popular shops of Princes Street are just 15 minutes' walk away."
11217,Charming City Center Apartment,Various Addresses,EH3 8DY,57.5,110,-3.213877827,55.94647238,"Just 300 metres from Haymarket Railway Station, Charming City Center Apartment is within a 10-minute walk of lively Princes Street. The third-floor flat has free Wi-Fi and a modern kitchen."
11804,Nira Caledonia,10 Gloucester Place,EH3 6EF,104.5,980,-3.206961751,55.95668128,"This magnificent Georgian townhouse boasts sumptuous rooms, each with a 42-inch plasma TV, DVD player, and slate bathroom. Amongst the cobbled streets of Edinburgh’s New Town, it is 800 metres from Princes Street."
12038,The Thrums,14/15 Minto Street,EH9 1RQ,51,225,-3.175641596,55.93546453,"The Thrums is a 1-mile walk from the city centre and served by frequent buses. It has free Wi-Fi, a free private car park and comfortable en suite rooms."
12039,Adelphi Hotel,7 Links Gardens,EH6 7JH,31,99,-3.161954284,55.97181548,"On the edge of Leith Links’ park, the Adelphi Private Hotel offers guest accommodation in a Georgian townhouse. The Royal Yacht Britannia and the Ocean Terminal shopping complex are just over 1-mile away."
12992,Dreamhouse Apartments Edinburgh West End,3 Rothesay Place,EH3 7SL,99,355,-3.216604292,55.9509224,"These peaceful and luxurious apartments with free Wi-Fi are less than 650 metres from Princes Street, Haymarket Train Station and the EICC.  Dreamhouse Apartments Edinburgh West End is an easy walk from Edinburgh's main attractions."
14756,Culane House Hotel - B&B,"9 Hermitage Place, Leith Links",EH6 8AF,46.8,225,-3.164824247,55.96913917,"Overlooking Leith Links Park, the Culane House Hotel is 2 miles or a 10-minute bus ride from Edinburgh city centre. Free Wi-Fi and free on-street parking is available.  The rooms feature flat-screen LCD TVs, DVD player and iPod dock."
15366,Chapel Cross Guesthouse,"2 Penicuik Road, Roslin",EH25 9LH,56,,-3.167697,55.85568,"With its own Victorian tearoom, Chapel Cross Guest House is situated in the historic village of Roslin and 9 miles south from the scenic capital city of Edinburgh. Free on-site parking is available."
15650,Queens Guest House,"45, Queen Street",EH2 3NH,49,400,-3.202321529,55.95410603,"In Edinburgh's New Town, this elegant Georgian house offers hearty breakfasts and luxury rooms with free Wi-Fi access. Queens Guest House is just a 5-minute walk from lively Princes Street."
