,attributes_Accepts Credit Cards,attributes_Accepts Insurance,attributes_Ages Allowed,attributes_Alcohol,attributes_Ambience,attributes_Attire,attributes_BYOB,attributes_BYOB/Corkage,attributes_By Appointment Only,attributes_Caters,attributes_Coat Check,attributes_Corkage,attributes_Delivery,attributes_Dietary Restrictions,attributes_Dogs Allowed,attributes_Drive-Thru,attributes_Good For,attributes_Good For Dancing,attributes_Good For Groups,attributes_Good for Kids,attributes_Hair Types Specialized In,attributes_Happy Hour,attributes_Has TV,attributes_Music,attributes_Noise Level,attributes_Open 24 Hours,attributes_Order at Counter,attributes_Outdoor Seating,attributes_Parking,attributes_Price Range,attributes_Smoking,attributes_Take-out,attributes_Takes Reservations,attributes_Waiter Service,attributes_Wheelchair Accessible,attributes_Wi-Fi,business_id,categories,city,full_address,hours_Friday,hours_Monday,hours_Saturday,hours_Sunday,hours_Thursday,hours_Tuesday,hours_Wednesday,latitude,longitude,name,neighborhoods,open,review_count,stars,state,type,cusine,zip
31583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,j_Osmk22IY88-f8Bzr3m-g,"Pubs,Bars,Nightlife,British,Restaurants",Edinburgh,"1-3 Haymarket Terrace
West End
Edinburgh EH12 5EZ",,,,,,,,55.9461052,-3.2209407,Caledonian Ale House,"West End,Haymarket",False,3,4.0,EDH,business,British,EH12
31585,True,,,none,,casual,,,,,,,False,"{u'dairy-free': False, u'gluten-free': False, u'vegan': True, u'kosher': False, u'halal': False, u'soy-free': False, u'vegetarian': False}",,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,True,True,,,False,,,,,False,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",2.0,,True,True,True,False,no,jgUtE_lFxqhMcG4ubWCQLg,"Food,Coffee & Tea,Restaurants,Sandwiches,African",Edinburgh,"6 Chapel Street
Newington
Edinburgh EH8 9AY","{u'close': u'22:00', u'open': u'18:00'}","{u'close': u'22:00', u'open': u'18:00'}","{u'close': u'22:00', u'open': u'11:00'}","{u'close': u'22:00', u'open': u'18:00'}","{u'close': u'22:00', u'open': u'18:00'}","{u'close': u'22:00', u'open': u'18:00'}","{u'close': u'22:00', u'open': u'18:00'}",55.9445744,-3.1861259,The Nile Valley Cafe,Newington,True,27,4.5,EDH,business,Coffee & Tea,EH8
31586,True,,,,,casual,,,,,,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,,,,,,,,,,,,1.0,,,,True,,,7jqK8QfIj5PN2HFKgDKBfw,"Delis,Restaurants",Edinburgh,"5 Lochrin Place
Tollcross
Edinburgh EH3 9QX",,,,,,,,55.9425265,-3.2040076,Made In France,"Tollcross,West End",True,7,4.5,EDH,business,Delis,EH3
31592,True,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'upscale': False, u'touristy': False, u'trendy': False, u'casual': False}",casual,,,,,,,False,"{u'dairy-free': False, u'gluten-free': False, u'vegan': True, u'kosher': False, u'halal': False, u'soy-free': False, u'vegetarian': False}",,,,,True,,,,,,,,,False,"{u'garage': False, u'validated': False, u'street': False, u'lot': False, u'valet': False}",3.0,,False,True,,False,paid,16_M0bA14jGcOE0hLmZK_w,"British,Restaurants",Edinburgh,"18 Howe Street
New Town
Edinburgh EH3 6TG",,,,,,,,55.9561408,-3.2023891,A Room In The Town,New Town,False,10,4.5,EDH,business,British,EH3
31594,True,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",dressy,,,,False,,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,True,True,,,False,,loud,,,False,"{u'garage': False, u'street': False, u'lot': False, u'valet': False}",3.0,,False,False,True,True,no,9lF6-JrS2PvTkw9KVxn3Yg,"Spanish,Basque,Restaurants,Italian",Edinburgh,"2 Greenside Place
Edinburgh EH1 3AA","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'22:30', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}",55.9573842,-3.1831718,La Tasca,,True,14,3.5,EDH,business,Italian,EH1
31596,False,,,none,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,True,,,True,,False,,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'breakfast': False, u'brunch': False}",,False,True,,,False,,quiet,,,True,"{u'garage': False, u'street': True, u'lot': False, u'valet': False}",1.0,,True,False,True,False,free,mV2qIJvhYuHTI0_to25nrQ,"Food,Delis,Coffee & Tea,Restaurants",Edinburgh,"29 Haddington Place
Leith
Edinburgh EH7 4AG","{u'close': u'16:00', u'open': u'08:00'}","{u'close': u'16:00', u'open': u'08:00'}","{u'close': u'16:30', u'open': u'09:00'}",,"{u'close': u'16:00', u'open': u'08:00'}","{u'close': u'16:00', u'open': u'08:00'}","{u'close': u'16:00', u'open': u'08:00'}",55.9607266,-3.1820276,Embo Deli,Leith,True,12,4.5,EDH,business,Coffee & Tea,EH7
31598,True,,,full_bar,,dressy,,,,,,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,True,True,,,,,,,,False,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",2.0,,True,True,True,True,no,5pA0bK3x-8TWzWzbZRUJew,"Restaurants,Italian",Edinburgh,"36 Castle Terrace
Old Town
Edinburgh EH1 2EL","{u'close': u'02:30', u'open': u'12:00'}","{u'close': u'02:30', u'open': u'12:00'}","{u'close': u'02:30', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'02:30', u'open': u'12:00'}","{u'close': u'02:30', u'open': u'12:00'}","{u'close': u'02:30', u'open': u'12:00'}",55.9470883,-3.2021432,Il'Castello Restaurant,Old Town,True,8,3.0,EDH,business,Italian,EH1
31599,True,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,,,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,False,False,,,False,,,,,False,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",2.0,,False,True,True,False,,nEM1MVODyaZCWOg7Cya4EQ,"Mexican,Tex-Mex,Restaurants",Edinburgh,"49 St Stephen Street
Stockbridge
Edinburgh EH3 5AH","{u'close': u'00:00', u'open': u'17:00'}",,"{u'close': u'00:00', u'open': u'15:00'}","{u'close': u'23:00', u'open': u'16:30'}","{u'close': u'00:00', u'open': u'17:00'}",,"{u'close': u'00:00', u'open': u'17:00'}",55.9579663,-3.2065139,Blue Parrot Cantina,"Stockbridge,New Town",True,11,4.5,EDH,business,Mexican,EH3
31601,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",2.0,,,,,True,,OsupIEGpLkAXW9xIg90Ksg,"Bakeries,Food,Fast Food,Restaurants",Edinburgh,"77 St James Centre
New Town
New Town
Edinburgh EH1 3SJ","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'18:00', u'open': u'10:00'}","{u'close': u'20:00', u'open': u'09:00'}","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'18:00', u'open': u'09:00'}",55.9544464,-3.1885229,Greggs,New Town,True,9,3.5,EDH,business,Bakeries,EH1
31602,True,,,beer_and_wine,,dressy,,,,,,,False,,,,,,True,True,,,,,,,,False,"{u'garage': False, u'validated': False, u'street': False, u'lot': False, u'valet': False}",3.0,,True,True,True,True,,Qey0hC4usZnGb2aP3Q-WpA,"Restaurants,Italian",Edinburgh,"1 Antigua Street
New Town
Edinburgh EH1 3NH","{u'close': u'00:30', u'open': u'17:00'}","{u'close': u'00:30', u'open': u'17:00'}","{u'close': u'00:30', u'open': u'17:00'}","{u'close': u'00:30', u'open': u'17:00'}","{u'close': u'00:30', u'open': u'17:00'}","{u'close': u'00:30', u'open': u'17:00'}","{u'close': u'00:30', u'open': u'17:00'}",55.958522,-3.18527,Ferri's Restaurant,New Town,False,6,3.5,EDH,business,Italian,EH1
31603,True,,,full_bar,,casual,,,,,False,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'breakfast': False, u'brunch': False}",,True,,,False,False,"{u'dj': False, u'live': False, u'video': False, u'jukebox': True}",average,,,False,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",2.0,outdoor,False,False,True,True,,Z9NI8AJnZULUD_kQBXMKwg,"Nightlife,Modern European,Breakfast & Brunch,Bars,Restaurants",Edinburgh,"20 Teviot Place
Edinburgh EH1 2QZ","{u'close': u'03:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'03:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}",55.945522,-3.1902261,Favorit,,True,43,2.5,EDH,business,European,EH1
31604,True,,,full_bar,"{u'romantic': True, u'intimate': False, u'classy': False, u'upscale': False, u'divey': False, u'touristy': False, u'trendy': False, u'hipster': False, u'casual': False}",dressy,,,,False,,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",,False,False,,,False,,quiet,,,False,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",3.0,,False,True,True,False,no,4dIzmqGAhFIcuHfI8CySig,"British,Restaurants",Edinburgh,"352 Castlehill
Old Town
Edinburgh EH1 2NF","{u'close': u'23:30', u'open': u'18:30'}","{u'close': u'23:30', u'open': u'18:30'}","{u'close': u'23:30', u'open': u'18:30'}","{u'close': u'23:30', u'open': u'18:30'}","{u'close': u'23:30', u'open': u'18:30'}","{u'close': u'23:30', u'open': u'18:30'}","{u'close': u'23:30', u'open': u'18:30'}",55.9487885,-3.1956276,The Witchery By The Castle,"Old Town,Royal Mile",True,136,3.5,EDH,business,British,EH1
31605,True,,,none,"{u'romantic': False, u'intimate': False, u'classy': False, u'upscale': False, u'touristy': False, u'trendy': False, u'casual': False}",casual,,,,,,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",,True,True,,,,,average,,,False,,2.0,,False,True,True,False,,XyYSroXLSCtQIK0taL9-fw,"American (Traditional),Restaurants",Edinburgh,"31 Rose St Ln N
New Town
Edinburgh EH2 2NP","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'18:30', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}",,"{u'close': u'22:30', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}",55.9526752,-3.1988844,New York Steam Packet,New Town,True,14,4.0,EDH,business,American,EH2
31606,True,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,False,False,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'breakfast': False, u'brunch': False}",False,True,False,,False,True,{},loud,,,False,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",2.0,outdoor,False,True,True,True,free,dXPmE2ncXbQTPBVNRODuNw,"Pubs,Bars,Restaurants,Nightlife,Gastropubs",Edinburgh,"1a Chambers Street
Newington
Edinburgh EH1 1HR","{u'close': u'01:00', u'open': u'10:00'}","{u'close': u'01:00', u'open': u'10:00'}","{u'close': u'01:00', u'open': u'10:00'}","{u'close': u'01:00', u'open': u'12:30'}","{u'close': u'01:00', u'open': u'10:00'}","{u'close': u'01:00', u'open': u'10:00'}","{u'close': u'01:00', u'open': u'10:00'}",55.9480776,-3.1870077,Biblos,"Newington,Old Town",True,42,3.0,EDH,business,Gastropubs,EH1
31607,True,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,,False,,False,,False,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': False}",,True,False,,True,False,"{u'dj': True, u'live': False, u'video': False, u'jukebox': False}",,,,True,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",1.0,outdoor,False,True,False,False,free,vt-Oa0dmsDU2IYeX-Zg6fw,"Gastropubs,Restaurants",Edinburgh,"2b Picardy Place
New Town
New Town
Edinburgh EH1 3JT","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:30'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}",55.9568832588,-3.18753395351,The Street,New Town,True,18,3.5,EDH,business,Gastropubs,EH1
31610,True,,,beer_and_wine,"{u'romantic': False, u'intimate': False, u'classy': False, u'upscale': False, u'touristy': False, u'trendy': False, u'casual': False}",casual,,,,,,,,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",,True,,,,,,average,,,,"{u'garage': False, u'validated': False, u'street': False, u'lot': False, u'valet': False}",2.0,,,True,True,,,YYXSgf884lPO658lkh5QjQ,"Steakhouses,American (Traditional),Restaurants",Edinburgh,"1 Raeburn Place
Stockbridge
Edinburgh EH4 1HU","{u'close': u'23:00', u'open': u'18:00'}","{u'close': u'22:30', u'open': u'18:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'22:30', u'open': u'17:00'}","{u'close': u'22:30', u'open': u'18:00'}","{u'close': u'22:30', u'open': u'18:00'}","{u'close': u'22:30', u'open': u'18:00'}",55.9587723873,-3.21024379688,Buffalo Grill Stockbridge,Stockbridge,False,29,4.0,EDH,business,American,EH4
31611,True,,,full_bar,,casual,,,,,,,True,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",,True,True,,,,,,,,False,,2.0,,True,True,True,False,,5dUDkaxm5FdQanoNkP86KQ,"Indian,Restaurants",Edinburgh,"14A Nicolson Street
Newington
Edinburgh EH8 9DH","{u'close': u'21:30', u'open': u'12:00'}","{u'close': u'21:30', u'open': u'12:00'}","{u'close': u'21:30', u'open': u'12:00'}","{u'close': u'21:30', u'open': u'12:00'}","{u'close': u'21:30', u'open': u'12:00'}","{u'close': u'21:30', u'open': u'12:00'}","{u'close': u'21:30', u'open': u'12:00'}",55.9468255876,-3.18562856191,Suruchi Resturant,Newington,True,20,4.0,MLN,business,Indian,EH8
31616,,,,,,,,,,,,,True,,,,,,True,,,,,,average,,,,,3.0,,True,,True,,,LES5wvNMruP8yGMBbl3NSw,"Japanese,Chinese,Restaurants",Edinburgh,"38-39 Elm Row
Leith
Edinburgh EH7 4AH","{u'close': u'00:00', u'open': u'16:30'}","{u'close': u'23:30', u'open': u'16:30'}","{u'close': u'00:00', u'open': u'16:30'}","{u'close': u'23:30', u'open': u'16:30'}","{u'close': u'23:30', u'open': u'16:30'}","{u'close': u'23:30', u'open': u'16:30'}","{u'close': u'23:30', u'open': u'16:30'}",55.9597326,-3.1824503,No 1 Chinese,Leith,True,7,2.5,EDH,business,Chinese,EH7
31618,True,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}",casual,,,,,,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': False}",,True,True,,,False,,average,,,False,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",2.0,,True,True,True,True,,uwV0CKF9A5hBjTKLoplphg,"Mexican,Tex-Mex,Restaurants",Edinburgh,"240 Canongate
Old Town
Edinburgh EH8 8AB","{u'close': u'00:00', u'open': u'12:00'}","{u'close': u'00:00', u'open': u'12:00'}","{u'close': u'00:00', u'open': u'12:00'}","{u'close': u'00:00', u'open': u'17:00'}","{u'close': u'00:00', u'open': u'12:00'}","{u'close': u'00:00', u'open': u'12:00'}","{u'close': u'00:00', u'open': u'12:00'}",55.9507588,-3.1827665,Pancho Villa's,"Old Town,Royal Mile",True,29,3.0,EDH,business,Mexican,EH8
31619,True,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,,,,,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,True,,,,,,quiet,,,,"{u'garage': False, u'street': False, u'lot': False, u'valet': False}",2.0,,True,True,True,,,4VqkjcY6OUJt7atNyv-1xw,"Thai,Restaurants",Edinburgh,"42 St Stephen Street
Stockbridge
Edinburgh EH3 5AL","{u'close': u'22:30', u'open': u'17:30'}","{u'close': u'22:30', u'open': u'17:30'}","{u'close': u'22:30', u'open': u'17:30'}","{u'close': u'22:30', u'open': u'17:30'}","{u'close': u'22:30', u'open': u'17:30'}","{u'close': u'22:30', u'open': u'17:30'}","{u'close': u'22:30', u'open': u'17:30'}",55.9578392754,-3.20643822861,Sing Thai,"Stockbridge,New Town",False,4,4.5,EDH,business,Thai,EH3
31620,True,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': True, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,False,False,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",False,True,False,,False,False,"{u'dj': False, u'background_music': False, u'karaoke': False, u'live': False, u'video': False, u'jukebox': False}",loud,,,False,"{u'garage': False, u'street': True, u'lot': False, u'valet': False}",2.0,no,False,True,True,True,no,S-B0LVP2shyyX5Fkhmx30A,"Nightlife,Seafood,Bars,British,Restaurants",Edinburgh,"19 W Register Street
New Town
Edinburgh EH2 2AA","{u'close': u'00:00', u'open': u'11:00'}","{u'close': u'23:00', u'open': u'11:00'}","{u'close': u'00:00', u'open': u'11:00'}","{u'close': u'23:00', u'open': u'11:00'}","{u'close': u'23:00', u'open': u'11:00'}","{u'close': u'23:00', u'open': u'11:00'}","{u'close': u'23:00', u'open': u'11:00'}",55.9537973,-3.1906634,The Cafe Royal,New Town,True,58,4.0,EDH,business,British,EH2
31622,True,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",dressy,,,,,,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': False}",,True,True,,,False,,loud,,,False,,2.0,,False,True,,,no,R46yVmH-EBfEqFD8vJI1Gw,"Modern European,Swimming Pools,Event Planning & Services,Active Life,Hotels & Travel,Hotels,Restaurants",Edinburgh,"38 Charlotte Square
New Town
Edinburgh EH2 4HQ",,,,,,,,55.9515442869,-3.20590052522,Roxburghe Hotel,New Town,True,15,3.5,EDH,business,European,EH2
31623,True,,,beer_and_wine,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}",casual,,,,False,,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'brunch': False, u'breakfast': False}",,True,True,,,False,,average,,,False,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",2.0,,True,True,True,True,no,POTGUAjI5Ag9zRrDNgSVOA,"Breakfast & Brunch,British,Restaurants",Edinburgh,"4a Forrest Road
Old Town
Edinburgh EH1 2QN","{u'close': u'22:00', u'open': u'09:00'}","{u'close': u'22:00', u'open': u'09:00'}","{u'close': u'22:00', u'open': u'09:00'}","{u'close': u'22:00', u'open': u'09:00'}","{u'close': u'22:00', u'open': u'09:00'}","{u'close': u'22:00', u'open': u'09:00'}","{u'close': u'22:00', u'open': u'09:00'}",55.9459811578,-3.1907484801,Mums,Old Town,True,128,4.0,EDH,business,British,EH1
31625,True,,,beer_and_wine,,,,,,,,,,,,,,,True,,,,,,,,,False,,2.0,,,,,,,tH-TyKlo4NpmL8p0wguhSw,"Restaurants,Italian",Edinburgh,"29 West Maitland Street
West End
Edinburgh EH12 5DX","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}",55.9469767,-3.2157219,Gali Ristorante Italiano,West End,True,3,2.5,EDH,business,Italian,EH12
31628,True,,,full_bar,,dressy,,,,,False,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",False,True,False,,,False,"{u'dj': True, u'live': True, u'video': False, u'jukebox': False}",very_loud,,,False,"{u'garage': False, u'validated': False, u'street': False, u'lot': False, u'valet': False}",2.0,outdoor,False,True,True,,,JyDhnweQ7Tv1m337tDbLEQ,"Gastropubs,Wine Bars,Bars,Nightlife,Restaurants",Edinburgh,"99 Hanover Street
New Town
Edinburgh EH2 1DJ","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}",55.9545104,-3.1975468,99 Hanover Street,New Town,True,33,3.5,EDH,business,Gastropubs,EH2
